busco_id	scf	length	assignment	assignment_group	fction
99964at50557	NODE_6129:1870-5965	352	AX	AX-L	ADP-ribosylation factor GTPase-activating protein 2 isoform X1
99964at50557	NODE_139:63111-68158	353	L	AX-L	ADP-ribosylation factor GTPase-activating protein 2 isoform X1
100045at50557	NODE_22746:723-1689	236	AX	AX	dnaJ homolog subfamily C member 17
100138at50557	NODE_25093:328-1775	173	AX	AX-Lk	ubiquinol-cytochrome-c reductase complex assembly factor 1
100138at50557	NODE_14522:1707-5155	164	Lk	AX-Lk	ubiquinol-cytochrome-c reductase complex assembly factor 1
100236at50557	NODE_28795:500-2130	318	AX	AX	putative neutral sphingomyelinase
100341at50557	NODE_3563:12776-15583	249	AX	AX	ribosome production factor 2 homolog
100475at50557	NODE_1737:21157-28475	187	AX	AX	transcription initiation factor TFIID subunit 8
100579at50557	NODE_3057:10796-12069	220	L	L	cyclin-C
100764at50557	NODE_1726:22772-24774	237	Lk	AX-Lk	surfeit locus protein 4 homolog
100764at50557	NODE_7557:3712-6765	237	AX	AX-Lk	surfeit locus protein 4 homolog
100854at50557	NODE_20615:1-2051	178	AX	AX	intraflagellar transport protein 57 homolog
100901at50557	NODE_173:40128-46033	167	L	AX-L	protein LSM14 homolog B isoform X1
100901at50557	NODE_5217:3790-11916	153	AX	AX-L	protein LSM14 homolog B isoform X1
100957at50557	NODE_10710:3516-9222	210	AX	AX	Immunoglobulin-like domain
101190at50557	NODE_204:19455-21437	180	L	AX-L	proteasome subunit beta type-1
101190at50557	NODE_12245:6675-8145	189	AX	AX-L	proteasome subunit beta type-1
101283at50557	NODE_6870:12562-13936	245	AX	AX	transcription termination factor 3, mitochondrial
101448at50557	NODE_2340:15053-16830	229	AX	AX-L	SUMO-activating enzyme subunit 1
101448at50557	NODE_1005:16168-27473	211	L	AX-L	SUMO-activating enzyme subunit 1
101501at50557	NODE_18464:693-4375	378	AX	AX	RNA-binding protein 28
101659at50557	NODE_3931:5636-7575	333	AX	AX	U3 small nucleolar RNA-associated protein 18 homolog
101665at50557	NODE_28071:697-1735	196	AX	AX	tubulin-folding cofactor B
101706at50557	NODE_5864:629-16635	215	AX	AX-L	Elongation of very long chain fatty acids protein
101706at50557	NODE_104:80786-86890	231	L	AX-L	Elongation of very long chain fatty acids protein
101800at50557	NODE_7684:2286-4025	287	AX	AX-L	mitochondrial inner membrane protein OXA1L
101800at50557	NODE_2239:14228-19580	287	L	AX-L	mitochondrial inner membrane protein OXA1L
101869at50557	NODE_11834:5398-8055	126	AX	AX	dentin sialophosphoprotein
102020at50557	NODE_1108:9305-11170	210	AX	AX-L	peroxisome biogenesis factor 2
102020at50557	NODE_851:26450-29550	228	L	AX-L	peroxisome biogenesis factor 2
102079at50557	NODE_9184:7980-11273	177	AX	AX-L	GOLD domain
102079at50557	NODE_126:84060-85887	188	L	AX-L	GOLD domain
102324at50557	NODE_1163:35353-42838	184	AX	AX	beta-1,3-galactosyltransferase 6
102388at50557	NODE_35483:1-1665	180	AX	AX	YEATS domain-containing protein 4
102414at50557	NODE_7154:4697-8955	207	AX	AX	ER membrane protein complex subunit 2-like
102433at50557	NODE_25:122633-123717	208	L	AX-L	peroxisome biogenesis factor 10
102433at50557	NODE_30631:515-1723	208	AX	AX-L	peroxisome biogenesis factor 10
102440at50557	NODE_1255:10397-44476	192	AX	AX-L	failed axon connections isoform X1
102440at50557	NODE_692:35401-54920	192	L	AX-L	failed axon connections isoform X1
102517at50557	NODE_18504:1366-4742	170	AX	AX-L	Putative RNA-binding protein Luc7-like 2
102517at50557	NODE_5:175602-179268	207	L	AX-L	Putative RNA-binding protein Luc7-like 2
102531at50557	NODE_68:33103-41979	88	L	L	Cystine-knot cytokine
102539at50557	NODE_1270:33693-41591	177	AX	AX-L	Cleavage and polyadenylation specificity factor subunit 5
102539at50557	NODE_481:53119-59693	177	L	AX-L	Cleavage and polyadenylation specificity factor subunit 5
102553at50557	NODE_6810:286-2545	198	AX	AX	probable U2 small nuclear ribonucleoprotein A'
102560at50557	NODE_3256:9788-12799	203	AX	AX	Mediator of RNA polymerase II transcription subunit 8
102616at50557	NODE_15785:1169-5963	60	AX	AX	PDZ domain-containing protein GIPC3
102704at50557	NODE_4632:4901-9279	217	AX	AX-L	diphthine methyl ester synthase
102704at50557	NODE_91:16720-18358	220	L	AX-L	diphthine methyl ester synthase
102771at50557	NODE_1773:12985-14690	288	AX	AX	F-box only protein 9
102774at50557	NODE_6267:9878-15365	55	AX	AX	protein daughter of sevenless
102920at50557	NODE_550:19844-30886	307	L	AX-L	hsp90 co-chaperone Cdc37
102920at50557	NODE_4577:12255-13772	300	AX	AX-L	hsp90 co-chaperone Cdc37
102968at50557	NODE_10668:721-5912	274	AX	AX	Sterile alpha motif domain
103007at50557	NODE_20352:2576-4091	192	AX	AX	ER membrane protein complex subunit 3
103040at50557	NODE_854:4176-10439	192	L	L	ribonuclease H2 subunit B
103070at50557	NODE_1262:8677-9671	174	AX	AX	Eukaryotic translation initiation factor 3 subunit K
103576at50557	NODE_8337:3596-8046	190	Lc	AX-Lc	islet cell autoantigen 1
103576at50557	NODE_2082:647-3765	194	AX	AX-Lc	islet cell autoantigen 1
104016at50557	NODE_20372:245-2366	219	AX	AX	WD repeat-containing protein 74
104262at50557	NODE_150:61246-65311	190	L	L-L	Ras-related protein Rab-3
104262at50557	NODE_438:11357-18641	171	L	L-L	Ras-related protein Rab-3
104265at50557	NODE_16690:526-2843	175	AX	AX-L	Methyl-CpG-binding domain protein 3
104265at50557	NODE_1509:27440-29893	176	L	AX-L	Methyl-CpG-binding domain protein 3
104302at50557	NODE_7035:1482-3775	247	AX	AX-L	ribosome biogenesis protein NSA2 homolog
104302at50557	NODE_7853:11440-12444	216	L	AX-L	ribosome biogenesis protein NSA2 homolog
104377at50557	NODE_23742:298-1555	338	AX	AX	DNA/RNA-binding protein KIN17
104460at50557	NODE_350:11670-13316	138	L	AX-L	Probable ribosome biogenesis protein
104460at50557	NODE_6423:7819-9305	138	AX	AX-L	Probable ribosome biogenesis protein
104469at50557	NODE_4659:7735-13030	152	AX	AX	POU domain protein
104526at50557	NODE_17341:334-5315	219	AX	AX-Lk	Protein phosphatase methylesterase 1
104526at50557	NODE_642:24140-34060	236	Lk	AX-Lk	Protein phosphatase methylesterase 1
104592at50557	NODE_23736:336-1117	202	AX	AX	pre-mRNA-splicing factor Syf2
104832at50557	NODE_15851:4949-6075	214	AX	AX-Lk	negative elongation factor E
104832at50557	NODE_3783:2661-8415	207	Lk	AX-Lk	negative elongation factor E
104914at50557	NODE_16278:906-2174	159	L	AX-L-L	28S ribosomal protein S7, mitochondrial
104914at50557	NODE_706:8183-9113	156	L	AX-L-L	28S ribosomal protein S7, mitochondrial
104914at50557	NODE_9914:7579-9927	161	AX	AX-L-L	28S ribosomal protein S7, mitochondrial
105092at50557	NODE_10979:4866-8637	176	AX	AX	pre-mRNA-splicing factor SPF27
105221at50557	NODE_750:41149-44745	144	AX	AX	GTP-binding protein Di-Ras2
105249at50557	NODE_622:19360-20519	212	L	AX-L-L	vacuolar-sorting protein SNF8
105249at50557	NODE_622:23441-24559	212	L	AX-L-L	vacuolar-sorting protein SNF8
105249at50557	NODE_29426:1220-2233	225	AX	AX-L-L	vacuolar-sorting protein SNF8
105548at50557	NODE_4634:13470-15241	194	AX	AX	Proteasome subunit alpha type
105563at50557	NODE_12294:6916-8266	204	AX	AX	Mediator of RNA polymerase II transcription subunit 4
105732at50557	NODE_7607:11923-13224	200	AX	AX	ribosome maturation protein SBDS
105894at50557	NODE_115:98897-100491	238	Lk	AX-Lk	Eukaryotic translation initiation factor 3 subunit F
105894at50557	NODE_3981:15288-17168	238	AX	AX-Lk	Eukaryotic translation initiation factor 3 subunit F
105919at50557	NODE_1805:26876-32994	185	AX	AX	SPARC
105922at50557	NODE_23523:148-3492	248	AX	AX	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A
106023at50557	NODE_1925:16375-21193	172	AX	AX-L	ras-related protein Rab-5B
106023at50557	NODE_1395:20171-24807	172	L	AX-L	ras-related protein Rab-5B
106025at50557	NODE_318:5541-6835	189	AX	AX	transmembrane emp24 domain-containing protein eca
106197at50557	NODE_10141:2995-4945	186	AX	AX-L	MOB kinase activator-like 4
106197at50557	NODE_209:56506-58508	187	L	AX-L	MOB kinase activator-like 4
106648at50557	NODE_840:16135-21726	250	AX	AX	programmed cell death protein 2-like
106854at50557	NODE_3681:3381-5245	170	AX	AX	transmembrane emp24 domain-containing protein 7
106896at50557	NODE_2039:24498-34159	58	L	AX-L	Zinc finger C2H2 superfamily
106896at50557	NODE_325:17188-39265	69	AX	AX-L	Zinc finger C2H2 superfamily
106926at50557	NODE_1444:1116-2400	169	L	AX-L	Mediator of RNA polymerase II transcription subunit 6
106926at50557	NODE_5913:1806-3520	191	AX	AX-L	Mediator of RNA polymerase II transcription subunit 6
106946at50557	NODE_2652:9455-10751	227	L	L	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal
106957at50557	NODE_12:63108-71353	260	Lk	Lk	Autophagy-related protein 3
107013at50557	NODE_15931:3177-4019	160	AX	AX	SPRY domain-containing protein 7
107099at50557	NODE_1625:24435-26626	222	AX	AX	60S ribosomal protein L7a
107205at50557	NODE_6978:12601-13654	177	L	AX-L-L	RNA polymerase, Rpb5, N-terminal
107205at50557	NODE_48:84543-85602	177	L	AX-L-L	RNA polymerase, Rpb5, N-terminal
107205at50557	NODE_992:40317-43135	177	AX	AX-L-L	RNA polymerase, Rpb5, N-terminal
107216at50557	NODE_33910:589-1835	150	L	AX-L	ras-related protein Rab-11A
107216at50557	NODE_11417:835-8171	148	AX	AX-L	ras-related protein Rab-11A
107326at50557	NODE_33092:76-1504	188	AX	AX	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
107380at50557	NODE_31634:797-2055	156	AX	AX	RPII140-upstream gene protein
107413at50557	NODE_21634:420-2947	87	AX	AX	chymotrypsin-like elastase family member 2A
107457at50557	NODE_14174:658-6895	457	AX	AX	Uncharacterized protein, isoform A
107526at50557	NODE_5051:11689-13302	180	AX	AX	uracil phosphoribosyltransferase homolog
107564at50557	NODE_33657:837-1604	133	AX	AX	Autophagy protein 5
107632at50557	NODE_27537:210-2409	381	AX	AX-Lk	probable arginine--tRNA ligase, mitochondrial
107632at50557	NODE_1237:39824-44127	381	Lk	AX-Lk	probable arginine--tRNA ligase, mitochondrial
108060at50557	NODE_17658:2167-4715	251	AX	AX	UPF0160 protein MYG1, mitochondrial
108107at50557	NODE_5011:6797-7955	192	AX	AX	Ribosome assembly factor mrt4
108140at50557	NODE_13849:666-4421	445	AX	AX	dnaJ homolog subfamily C member 21
108301at50557	NODE_5274:17264-18335	226	AX	AX-L	tetratricopeptide repeat protein 1
108301at50557	NODE_655:976-2544	217	L	AX-L	tetratricopeptide repeat protein 1
108302at50557	NODE_6775:13110-14309	200	AX	AX	Mitochondrial inner membrane protease ATP23
108346at50557	NODE_20479:1086-2871	172	AX	AX	cleavage and polyadenylation specificity factor subunit 4
108394at50557	NODE_25281:216-2966	568	AX	AX	U3 small nucleolar RNA-associated protein 14 homolog A
108452at50557	NODE_21:170493-174516	204	L	AX-L	pleckstrin homology domain-containing family F member 2
108452at50557	NODE_19383:1670-4529	202	AX	AX-L	pleckstrin homology domain-containing family F member 2
108482at50557	NODE_3363:21463-24034	247	AX	AX	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6
108755at50557	NODE_3591:3028-16035	149	AX	AX	ras-related protein Rab6
108777at50557	NODE_3031:19311-27268	211	AX	AX	neuronal membrane glycoprotein M6-a isoform X1
108799at50557	NODE_165:90615-94316	167	L	AX-L	zinc finger protein-like 1
108799at50557	NODE_23616:127-3515	179	AX	AX-L	zinc finger protein-like 1
108889at50557	NODE_16939:1-1405	169	AX	AX	protein YIPF6
109021at50557	NODE_3387:15441-18302	164	L	L	programmed cell death protein 10
109102at50557	NODE_6909:7982-9085	196	Lk	AX-Lk	exosome complex component RRP41
109102at50557	NODE_27651:110-2286	196	AX	AX-Lk	exosome complex component RRP41
109142at50557	NODE_7498:78-8383	255	L	AX-L	Ribonuclease
109142at50557	NODE_2177:2317-11445	254	AX	AX-L	Ribonuclease
109167at50557	NODE_13951:1416-6314	284	AX	AX	regulation of nuclear pre-mRNA domain-containing protein 1B
109266at50557	NODE_34483:651-1685	173	AX	AX	transmembrane protein 223
109390at50557	NODE_17122:262-2445	162	AX	AX	mitotic spindle assembly checkpoint protein MAD2A
109573at50557	NODE_7473:9850-12700	181	AX	AX	ras-related protein Rab-39B
109586at50557	NODE_8891:1-2855	123	AX	AX-L	Coenzyme Q-binding protein COQ10, mitochondrial
109586at50557	NODE_209:41796-48457	122	L	AX-L	Coenzyme Q-binding protein COQ10, mitochondrial
109593at50557	NODE_11170:7414-9095	177	AX	AX-L	RWD domain-containing protein 1
109593at50557	NODE_9104:3003-6605	148	L	AX-L	RWD domain-containing protein 1
109613at50557	NODE_1274:31650-41539	300	L	AX-L	Rab proteins geranylgeranyltransferase component A
109613at50557	NODE_21960:663-3345	321	AX	AX-L	Rab proteins geranylgeranyltransferase component A
109614at50557	NODE_295:9232-12433	123	Lk	Lk	ribosomal RNA-processing protein 7 homolog A
109616at50557	NODE_23913:54-3470	180	AX	AX	Krueppel homolog 2
109652at50557	NODE_351:38203-45454	230	L	L	Coatomer subunit epsilon
109656at50557	NODE_18178:3236-5139	245	AX	AX-AX-L	mitochondrial ornithine transporter 1
109656at50557	NODE_609:35697-43797	245	L	AX-AX-L	mitochondrial ornithine transporter 1
109656at50557	NODE_1474:27005-31851	245	AX	AX-AX-L	mitochondrial ornithine transporter 1
109756at50557	NODE_1756:13923-24047	86	Lk	AX-Lk	dnaJ homolog subfamily C member 5 isoform X1
109756at50557	NODE_5213:1192-13645	96	AX	AX-Lk	dnaJ homolog subfamily C member 5 isoform X1
109763at50557	NODE_1690:30921-37543	184	AX	AX	Probable methylthioribulose-1-phosphate dehydratase
109776at50557	NODE_10850:1322-3095	208	AX	AX	leucine-rich repeat-containing protein 57
109797at50557	NODE_1164:30958-35316	218	AX	AX-L	ras-related protein Rab-40C
109797at50557	NODE_255:62563-72852	218	L	AX-L	ras-related protein Rab-40C
110125at50557	NODE_12597:2536-6150	123	AX	AX	Na(+)/H(+) exchange regulatory cofactor NHE-RF1
110221at50557	NODE_16171:1106-3075	301	AX	AX	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
110270at50557	NODE_2479:29515-30879	177	AX	AX-L-L	exosome complex component RRP46
110270at50557	NODE_819:13752-15088	179	L	AX-L-L	exosome complex component RRP46
110270at50557	NODE_479:20115-21207	178	L	AX-L-L	exosome complex component RRP46
110393at50557	NODE_3915:6169-11964	114	L	L	Conserved insect protein
110423at50557	NODE_3296:8050-15467	134	L	L	tRNA-splicing endonuclease subunit Sen34
110431at50557	NODE_45:86729-89183	139	L	L	vacuolar protein sorting-associated protein 37B
110550at50557	NODE_7679:806-5515	271	L	AX-L-L	NADH dehydrogenase
110550at50557	NODE_1546:16475-18431	275	L	AX-L-L	NADH dehydrogenase
110550at50557	NODE_9374:3601-10882	270	AX	AX-L-L	NADH dehydrogenase
110603at50557	NODE_939:31447-34280	171	AX	AX-L-L	signal recognition particle receptor subunit beta
110603at50557	NODE_248:14123-18430	163	L	AX-L-L	signal recognition particle receptor subunit beta
110603at50557	NODE_1640:1514-10442	171	L	AX-L-L	signal recognition particle receptor subunit beta
110656at50557	NODE_389:45443-48204	319	Lp	AX-L-Lp	translocating chain-associated membrane protein 1
110656at50557	NODE_2900:940-5045	317	AX	AX-L-Lp	translocating chain-associated membrane protein 1
110656at50557	NODE_2730:17765-28709	288	L	AX-L-Lp	translocating chain-associated membrane protein 1
110742at50557	NODE_1562:8597-12516	129	AX	AX	ER membrane protein complex subunit 8/9 homolog
111078at50557	NODE_231:11487-13374	160	AX	AX	protein DPCD
111094at50557	NODE_16376:466-1559	194	AX	AX	probable 39S ribosomal protein L24, mitochondrial
111170at50557	NODE_9367:7435-9155	241	AX	AX-L	elongator complex protein 4
111170at50557	NODE_8:173705-175717	254	L	AX-L	elongator complex protein 4
111268at50557	NODE_1090:10279-11421	164	AX	AX	stromal cell-derived factor 2
111676at50557	NODE_1649:17019-19385	390	Lk	Lk	protein TBRG4
111706at50557	NODE_42414:1-1032	167	AX	AX	Carbohydrate sulfotransferase
111713at50557	NODE_25590:11-2087	156	AX	AX-L	SRR1-like protein
111713at50557	NODE_2138:32196-33653	144	L	AX-L	SRR1-like protein
111718at50557	NODE_32:139542-140912	241	L	AX-L	Mitochondrial GTPase 1
111718at50557	NODE_1531:29690-31267	266	AX	AX-L	Mitochondrial GTPase 1
111744at50557	NODE_18705:76-3144	299	AX	AX	SET and MYND domain-containing protein 5
111812at50557	NODE_5591:4942-6515	169	Lc	AX-L-Lc	synaptobrevin homolog YKT6
111812at50557	NODE_2499:2829-6575	169	AX	AX-L-Lc	synaptobrevin homolog YKT6
111812at50557	NODE_291:16123-17346	170	L	AX-L-Lc	synaptobrevin homolog YKT6
111816at50557	NODE_5825:1-2955	193	AX	AX-L	60S ribosomal protein L13a
111816at50557	NODE_4800:1686-3476	162	L	AX-L	60S ribosomal protein L13a
111928at50557	NODE_29244:1-2603	209	AX	AX	malectin-A
111939at50557	NODE_1414:460-6905	153	L	AX-L	Small GTPase superfamily, ARF/SAR type
111939at50557	NODE_18961:632-4745	151	AX	AX-L	Small GTPase superfamily, ARF/SAR type
111943at50557	NODE_38007:423-1496	141	AXp	AXp	COP9 signalosome complex subunit 8
111975at50557	NODE_12669:138-1443	173	L	AX-L	methyltransferase-like protein 5
111975at50557	NODE_6683:12792-14980	166	AX	AX-L	methyltransferase-like protein 5
112074at50557	NODE_525:19919-22131	229	AX	AX-L	nuclear inhibitor of protein phosphatase 1
112074at50557	NODE_2879:1-3454	219	L	AX-L	nuclear inhibitor of protein phosphatase 1
112400at50557	NODE_12343:6386-7925	262	AX	AX	Zinc finger, CCCH-type
112481at50557	NODE_1099:39406-40459	184	L	AX-L	calcyclin-binding protein
112481at50557	NODE_10389:6401-8845	184	AX	AX-L	calcyclin-binding protein
112578at50557	NODE_2991:1416-2520	165	L	AX-L-L	EF-hand domain
112578at50557	NODE_11178:1027-2057	165	L	AX-L-L	EF-hand domain
112578at50557	NODE_10671:3486-9558	165	AX	AX-L-L	EF-hand domain
112608at50557	NODE_14603:346-1789	182	AX	AX	Proteasome subunit beta type
112672at50557	NODE_8066:5278-6461	188	AX	AX	Proteasome activator PA28, C-terminal domain
112821at50557	NODE_440:6248-14885	189	L	AX-L	Mediator of RNA polymerase II transcription subunit 7
112821at50557	NODE_8485:7793-12415	187	AX	AX-L	Mediator of RNA polymerase II transcription subunit 7
112955at50557	NODE_8776:702-1763	180	AX	AX-L-Lk	trafficking protein particle complex subunit 4
112955at50557	NODE_440:33217-34687	180	L	AX-L-Lk	trafficking protein particle complex subunit 4
112955at50557	NODE_5293:4006-4995	178	Lk	AX-L-Lk	trafficking protein particle complex subunit 4
113042at50557	NODE_7565:2023-3785	226	AX	AX	CD2 antigen cytoplasmic tail-binding protein 2 homolog
113130at50557	NODE_1568:1222-24065	84	AX	AX	Peptidylprolyl isomerase
113213at50557	NODE_91:18297-20237	312	L	L	39S ribosomal protein L37, mitochondrial
113217at50557	NODE_4528:2476-5185	194	AX	AX	Golgi reassembly-stacking protein 2
113529at50557	NODE_1837:33892-35435	260	L	L	peroxisomal biogenesis factor 3
113878at50557	NODE_17934:3457-4455	180	AX	AX-L	rRNA-processing protein FCF1 homolog
113878at50557	NODE_6250:726-7693	181	L	AX-L	rRNA-processing protein FCF1 homolog
113908at50557	NODE_5601:1617-8815	169	AX	AX	vesicle-trafficking protein SEC22b
113923at50557	NODE_17088:3265-4338	157	AX	AX-L	protein sarah
113923at50557	NODE_1633:11935-22086	167	L	AX-L	protein sarah
114148at50557	NODE_7470:8551-12161	166	L	AX-L-L	max-like protein X
114148at50557	NODE_16114:1-6051	132	L	AX-L-L	max-like protein X
114148at50557	NODE_13082:4647-6955	157	AX	AX-L-L	max-like protein X
114203at50557	NODE_12044:5593-7955	276	AX	AX	Tumor protein D54
114297at50557	NODE_6994:12421-13969	144	AX	AX-L-L	39S ribosomal protein L32, mitochondrial
114297at50557	NODE_894:19268-20400	140	L	AX-L-L	39S ribosomal protein L32, mitochondrial
114297at50557	NODE_30:136856-141356	142	L	AX-L-L	39S ribosomal protein L32, mitochondrial
114649at50557	NODE_1188:7861-13228	200	AX	AX	syntaxin-6
114751at50557	NODE_6603:4259-5456	155	AX	AX-L-Lk	protein canopy 4
114751at50557	NODE_115:55311-56248	155	Lk	AX-L-Lk	protein canopy 4
114751at50557	NODE_1523:29772-37105	132	L	AX-L-Lk	protein canopy 4
114773at50557	NODE_15535:804-5484	144	AX	AX	ER membrane protein complex subunit 10
114823at50557	NODE_22682:1-3087	170	AX	AX	complement component 1 Q subcomponent-binding protein, mitochondrial
115068at50557	NODE_19597:1979-3515	147	AX	AX	Ribosomal protein L6, alpha-beta domain
115080at50557	NODE_5435:7597-12961	128	L	L	IDLSRF-like peptide
115237at50557	NODE_10761:3545-9858	124	AX	AX	probable 39S ribosomal protein L49, mitochondrial
115284at50557	NODE_501:780-5845	220	Lk	AX-Lk	tRNA(His) guanylyltransferase
115284at50557	NODE_4439:2300-4525	220	AX	AX-Lk	tRNA(His) guanylyltransferase
115338at50557	NODE_298:58330-67608	160	L	L	protein jagunal
115348at50557	NODE_1416:25674-27861	110	AX	AX-L	39S ribosomal protein L21, mitochondrial
115348at50557	NODE_649:24984-26654	110	L	AX-L	39S ribosomal protein L21, mitochondrial
115402at50557	NODE_36394:264-1685	164	AX	AX	protein unc-119 homolog
115559at50557	NODE_335:5575-9405	147	AX	AX	GTP-binding protein Rheb homolog
115608at50557	NODE_6483:7461-8435	201	AX	AX-L-L	survival of motor neuron-related-splicing factor 30
115608at50557	NODE_3964:60-1325	200	L	AX-L-L	survival of motor neuron-related-splicing factor 30
115608at50557	NODE_81:112368-113571	193	L	AX-L-L	survival of motor neuron-related-splicing factor 30
115613at50557	NODE_11093:4866-7284	218	AX	AX-L	39S ribosomal protein L19, mitochondrial
115613at50557	NODE_1162:12364-26352	223	L	AX-L	39S ribosomal protein L19, mitochondrial
115818at50557	NODE_582:34973-46236	193	L	AX-L	complex I intermediate-associated protein 30, mitochondrial
115818at50557	NODE_1670:8853-11291	197	AX	AX-L	complex I intermediate-associated protein 30, mitochondrial
115879at50557	NODE_33608:1-1115	218	AX	AX	uncharacterized protein LOC111592578
115908at50557	NODE_1475:10735-11707	163	AX	AX	Vesicle transport protein
116110at50557	NODE_5398:11650-13501	146	L	AX-L	Mitochondrial import inner membrane translocase subunit Tim23
116110at50557	NODE_28814:1-2005	146	AX	AX-L	Mitochondrial import inner membrane translocase subunit Tim23
116436at50557	NODE_18176:1196-3327	365	AX	AX	dolichol kinase
116516at50557	NODE_401:1348-6775	120	AX	AX	INO80 complex subunit E
116525at50557	NODE_1823:1496-5571	141	AX	AX	PH-like domain superfamily
116554at50557	NODE_1108:6955-9964	272	AX	AX	protein TSSC1
116675at50557	NODE_16978:1224-4375	166	AX	AX-L	Mediator of RNA polymerase II transcription subunit 18
116675at50557	NODE_588:34386-42055	166	L	AX-L	Mediator of RNA polymerase II transcription subunit 18
116739at50557	NODE_32533:267-1591	189	AX	AX	splicing factor 45
116915at50557	NODE_11101:5156-6960	255	AX	AX	immunoglobulin-binding protein 1
116934at50557	NODE_838:44325-45482	152	AX	AX	ubiquitin-conjugating enzyme E2 C
117213at50557	NODE_2646:8064-8985	136	AX	AX	Ankyrin repeat domain-containing protein 49
117348at50557	NODE_1143:32974-33922	179	AX	AX	ADP-ribosylation factor-related protein 1
117365at50557	NODE_17969:3087-4075	157	AX	AX	probable 28S ribosomal protein S26, mitochondrial
117411at50557	NODE_4033:20183-22309	199	AX	AX	rRNA-processing protein UTP23 homolog
117473at50557	NODE_315:64434-65572	161	L	L	vacuolar protein sorting-associated protein 29
117656at50557	NODE_9083:6306-11041	148	AX	AX	coatomer subunit zeta-1
117699at50557	NODE_1331:41228-43388	169	AX	AX	ubiquitin-conjugating enzyme E2-22 kDa
117719at50557	NODE_3902:1489-3070	173	AX	AX-L-Lk	Golgi apparatus membrane protein TVP23 homolog
117719at50557	NODE_3249:17672-18865	171	L	AX-L-Lk	Golgi apparatus membrane protein TVP23 homolog
117719at50557	NODE_8998:2211-3479	168	Lk	AX-L-Lk	Golgi apparatus membrane protein TVP23 homolog
117775at50557	NODE_5220:16927-18179	172	AX	AX	39S ribosomal protein L28, mitochondrial
117816at50557	NODE_3918:13567-16122	224	AX	AX	tRNA selenocysteine 1-associated protein 1
117820at50557	NODE_300:53973-55873	266	AX	AX	Queuosine salvage protein
117917at50557	NODE_38:104678-105787	134	L	AX-L-L	protein SGT1 homolog
117917at50557	NODE_4562:16052-17757	120	AX	AX-L-L	protein SGT1 homolog
117917at50557	NODE_293:13837-21771	118	L	AX-L-L	protein SGT1 homolog
117925at50557	NODE_12069:616-1543	154	L	AX-AX-L	Ubiquitin-conjugating enzyme E2 J2
117925at50557	NODE_26176:30-2725	153	AX	AX-AX-L	Ubiquitin-conjugating enzyme E2 J2
117925at50557	NODE_6594:7073-9315	187	AX	AX-AX-L	Ubiquitin-conjugating enzyme E2 J2
117973at50557	NODE_2815:1-12895	236	AX	AX-L	post-GPI attachment to proteins factor 3
117973at50557	NODE_209:40414-41965	239	L	AX-L	post-GPI attachment to proteins factor 3
118028at50557	NODE_46145:434-892	105	AXp	AXp	ceramide-1-phosphate transfer protein
118044at50557	NODE_2482:26528-27424	148	AX	AX	Protein-lysine N-methyltransferase
118166at50557	NODE_22903:2200-3575	257	AX	AX-L	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho
118166at50557	NODE_9272:10109-11354	217	L	AX-L	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho
118222at50557	NODE_5565:9108-11607	150	L	AX-L-L	Prefoldin subunit 3
118222at50557	NODE_2754:17127-18214	150	L	AX-L-L	Prefoldin subunit 3
118222at50557	NODE_431:55830-57983	150	AX	AX-L-L	Prefoldin subunit 3
118237at50557	NODE_219:66451-71792	166	Lk	AX-Lk	ADP-ribosylation factor-like protein 4C
118237at50557	NODE_2614:13851-19081	166	AX	AX-Lk	ADP-ribosylation factor-like protein 4C
118259at50557	NODE_7850:9389-10533	180	AX	AX-L	Ribulose-phosphate 3-epimerase
118259at50557	NODE_874:45109-47434	180	L	AX-L	Ribulose-phosphate 3-epimerase
118459at50557	NODE_19237:3635-4358	161	AX	AX	protein KTI12 homolog
118659at50557	NODE_779:20790-24664	109	AX	AX	sorting nexin-12
118662at50557	NODE_1933:16479-17770	140	AX	AX	ubiquitin-fold modifier-conjugating enzyme 1
118677at50557	NODE_12551:2876-6959	143	AX	AX	dynactin subunit 5
118687at50557	NODE_10035:5448-7145	160	AX	AX	trafficking protein particle complex subunit 5
118728at50557	NODE_18338:306-1963	144	AX	AX-L	cytochrome c oxidase assembly protein COX11, mitochondrial
118728at50557	NODE_1659:25354-28737	143	L	AX-L	cytochrome c oxidase assembly protein COX11, mitochondrial
118737at50557	NODE_2766:14805-17649	175	Lc	AX-Lc	NECAP-like protein CG9132
118737at50557	NODE_23620:504-2915	166	AX	AX-Lc	NECAP-like protein CG9132
118819at50557	NODE_27347:1-2515	154	AX	AX	translationally-controlled tumor protein homolog
119037at50557	NODE_1538:13118-13696	114	AX	AX-L	TM2 domain-containing protein CG11103
119037at50557	NODE_1764:25322-25906	114	L	AX-L	TM2 domain-containing protein CG11103
119123at50557	NODE_1806:2736-8312	200	AX	AX-L	putative transferase CAF17 homolog, mitochondrial
